blue,green,red,saturation,hue,Value,watermark,mean_scharr,std_scharr,skew_scharr,mean_sobel,std_sobel,skew_sobel,mean_hog_list,std_hog_list,mean_noise_list,std_noise_list,mean_spectrum_list,var_spectrum_list,skew_spectrum_list,kurt_spectrum_list,contrast_glcms_list,dissimilarity_glcms_list,homogeneity_glcms_list,energy_glcms_list ,correlation_glcms_list ,LBP1,LBP2,LBP3,LBP4,LBP5,LBP6,LBP7,LBP8,LBP9,LBP10,mean_cA_wavelet,var_cA_wavelet,skew_cA_wavelet,kurt_cA_wavelet,mean_cH_wavelet,var_cH_wavelet,skew_cH_wavelet,kurt_cH_wavelet,mean_cV_wavelet,var_cV_wavelet,skew_cV_wavelet,kurt_cV_wavelet,mean_cD_wavelet,var_cD_wavelet,skew_cD_wavelet,kurt_cD_wavelet,mean_quant_table_0_list,mean_quant_table_1_list,std_quant_table_0_list,std_quant_table_1_list,max_value_list_ela,min_value_list_ela,mean_value_list_ela,std_deviation_list_ela,student_num,y_where_made_uncleaned,y_category_uncleaned,y_real_fake_uncleaned,image_name
11.0264892578125,111.0423355102539,58.86736297607422,225.53690338134766,49.72433853149414,111.22239780426025,False,179.20909703238178,255.6536852636597,3.0971127896734196,44.529198285372246,63.459397925321475,3.0741389379460458,0.11528235828247757,0.12025057183646963,83.93584442138672,65.07543006345927,151.43798441550015,744.8213162190859,0.8552666559288796,1.6438864620991538,69.44833192051563,4.502469567143207,0.3822299438324657,0.03603794388920011,0.9928426069966263,0.009256362915039062,0.0278778076171875,0.025351524353027344,0.12954044342041016,0.2977466583251953,0.2164754867553711,0.058732032775878906,0.04381561279296875,0.14969921112060547,0.041504859924316406,150.37284088134766,12346.009526359327,0.42724040810314473,-0.8920422631681313,0.08573150634765624,40.84908397722757,-1.0708529826946984,27.109847153073645,0.025981903076171865,47.38961424735317,-0.10454680836204334,18.663588653339893,0.0047187805175781345,1.8152891649951928,-0.20632242169894283,45.34763732294353,15.015625,22.5625,8.908374198436828,7.123629254109172,574688,0,4096.0,40505.23806681005,150400011,DALL.E,Jungle,Fake,150400011_fake_dall.e_jungle_1.jpg
33.663302421569824,122.87436389923096,34.47418785095215,198.9983892440796,62.42494010925293,123.37346935272217,False,178.6592009299021,274.74187219112844,3.2354052132553197,44.4219467860733,68.32902208700476,3.2267192441068824,0.11449425479410612,0.12110789058579756,86.16932678222656,57.70604231492364,150.36045337913933,729.6356159825216,0.8365531051431588,1.5870683783605548,81.2149344376222,4.141746662695504,0.43294425846145085,0.04217228576943637,0.98879441044699,0.008393287658691406,0.028708457946777344,0.021561622619628906,0.1234893798828125,0.2878732681274414,0.2590827941894531,0.060540199279785156,0.04245948791503906,0.124114990234375,0.043776512145996094,172.26770210266113,12257.040601171082,0.8712618538689069,0.8022697907591563,0.008153915405273448,40.515435489676754,-0.08959404048288744,17.442529193665944,0.016416549682617174,64.77586784888628,-1.0660418728228358,30.101078045176045,0.0012073516845703216,1.5377478327682186,0.0015719365267334953,32.56129524626328,15.015625,22.5625,8.908374198436828,7.123629254109172,543647,0,4096.0,39362.61378129395,150400011,DALL.E,Jungle,Fake,150400011_fake_dall.e_jungle_2.jpg
25.00362491607666,143.90453910827637,44.83738994598389,222.44444179534912,56.66931629180908,144.1451930999756,False,210.89435551913155,230.42354115919386,2.4857590828266356,52.39176908789049,57.235145788696144,2.4718670934658475,0.11887761524169352,0.11681562551287518,100.63390731811523,53.21035282646083,150.89758537494367,732.8215866707008,0.8480777189662131,1.6228025827356527,85.2121383950391,5.866750290200391,0.23309234236373835,0.015616962233965935,0.9867536925775467,0.010790824890136719,0.031566619873046875,0.03236103057861328,0.1407928466796875,0.3690662384033203,0.21585750579833984,0.06443595886230469,0.03910350799560547,0.053165435791015625,0.04286003112792969,194.12689399719238,9126.769913424034,0.3771395823469703,0.023873234631565765,0.07971763610839844,26.75323620109339,-0.3184728902379986,12.994444194473159,-0.0061664581298828385,61.934289100343456,0.2117122486649813,8.93213034965339,0.002664566040039067,1.5726829101586193,-0.23366216831405445,23.97358948303716,15.015625,22.5625,8.908374198436828,7.123629254109172,457303,0,4096.0,36800.49581506172,150400011,DALL.E,Jungle,Fake,150400011_fake_dall.e_jungle_3.jpg
44.773255348205566,130.44511604309082,61.965556144714355,188.6459617614746,58.6047248840332,131.04131984710693,False,252.6373604628013,276.77285557731574,2.4015903780021213,62.73123077430125,68.63837340330187,2.377172386345313,0.12161215758086309,0.11389046773868526,100.17503070831299,60.646967709468115,155.35448238707974,724.5790720860399,0.8245846250912652,1.5650896795209812,102.71147494348729,6.2307980892595305,0.24291832032688468,0.017460955616516165,0.9871743396862325,0.011794090270996094,0.03113079071044922,0.035506248474121094,0.1506786346435547,0.35163116455078125,0.205413818359375,0.06506824493408203,0.039107322692871094,0.06478214263916016,0.044887542724609375,194.04777908325195,12005.820083873683,0.5358041951428169,-0.1584003539116794,0.04233932495117187,52.66623144467304,-0.1378749944918409,10.631787989171768,0.07626724243164065,78.47701526268794,0.4186765533607588,11.121410436755424,0.0024299621582031233,2.8903425297321523,0.12353645501553097,30.982725058762234,15.015625,22.5625,8.908374198436828,7.123629254109172,472141,0,4096.0,36732.90049015012,150400011,DALL.E,Jungle,Fake,150400011_fake_dall.e_jungle_4.jpg
29.81454086303711,83.35515403747559,52.18345642089844,152.33126544952393,69.44761276245117,86.29681015014648,False,210.81447596426028,251.9258319835102,2.775786677974021,52.29718701616495,62.45104428049371,2.756093036162268,0.12207957851500902,0.11346521175916997,67.89161682128906,52.69319290835371,154.1184882982856,726.3927396415631,0.8124870100517535,1.5149850169121333,75.51778145619504,5.090262822275172,0.29822073701651974,0.026053812759662336,0.9885285521420528,0.012392997741699219,0.03325843811035156,0.03461170196533203,0.1453418731689453,0.3232698440551758,0.21271991729736328,0.06852912902832031,0.04389381408691406,0.07795333862304688,0.04802894592285156,127.58383178710938,8259.71899113711,0.9004095693769437,0.05549937279109596,0.052196502685546875,55.32274358846189,-0.5751607822675997,15.033179472346028,0.03125381469726561,52.55897688864207,-0.3161223444940907,14.048055717553634,0.002441406249999992,2.498904943466187,-0.14972187581737498,24.382308711925774,15.015625,22.5625,8.908374198436828,7.123629254109172,538407,0,4096.0,38659.41579282734,150400011,DALL.E,Jungle,Fake,150400011_fake_dall.e_jungle_5.jpg
28.569063186645508,24.353636741638184,25.681681632995605,103.55015468597412,133.8423023223877,29.56589984893799,False,9.186490367566904,35.853125786664044,16.023304196854603,2.2709229114457044,8.822109076205729,15.909251543495637,0.0688267041228116,0.13867002979081294,25.167936325073242,18.543022068465913,118.47176285726201,599.9829271061188,0.6127565598960829,1.48503970471962,0.5928660343352883,0.1377459066471163,0.9499673311703865,0.1902923318225214,0.9991741262079601,0.0011425018310546875,0.005492210388183594,0.0007534027099609375,0.02492046356201172,0.006175994873046875,0.10620975494384766,0.008545875549316406,0.021185874938964844,0.8127384185791016,0.012835502624511719,51.697052001953125,1496.108000113629,0.16522347207852903,-0.878061155428385,0.014945983886718747,1.2764127412228847,17.517347317963786,452.05026780667987,0.008274078369140625,0.39102384004218044,-1.3657170364415279,588.1271725714782,-6.48498535156261e-05,0.10083198126812934,-0.10175955457900054,538.0087779454169,15.015625,22.5625,8.908374198436828,7.123629254109172,1016607,0,4096.0,63331.998840867855,150400011,DALL.E,Mountain,Fake,150400011_fake_dall.e_mountain_1.jpg
107.01703929901123,87.84277725219727,78.55407047271729,130.17297077178955,91.0642557144165,115.17451572418213,False,51.313280252107255,164.77943729434486,8.051507248814902,12.71813186677751,40.74206029341563,7.927144458441368,0.10781359883916222,0.12642588869529572,87.2188081741333,76.34779921365057,145.10631310125288,662.7370998397498,0.7570796880556581,1.7165098219977892,15.506826391434503,0.9610052770650047,0.7962489635437925,0.0745661338829438,0.9986421584751527,0.004467964172363281,0.0173797607421875,0.0058574676513671875,0.0916299819946289,0.05517101287841797,0.1851634979248047,0.03666496276855469,0.06401729583740234,0.5080232620239258,0.031624794006347656,185.07404136657715,21262.94709069861,0.4629514370701638,-1.1290478361147307,-0.04412651062011719,19.240271822312938,2.859771773299799,132.83168900718542,0.1461582183837891,12.527115901724759,5.685802770216476,214.60984247803353,-0.0002689361572265574,1.4149712792968787,0.5593924472987999,275.7753921048198,15.015625,22.5625,8.908374198436828,7.123629254109172,917912,0,4096.0,57222.55845392637,150400011,DALL.E,Mountain,Fake,150400011_fake_dall.e_mountain_2.jpg
112.77832984924316,106.28669929504395,107.01749515533447,31.770421981811523,108.6634693145752,113.68927192687988,False,29.092348926713015,97.84423225183876,12.796557636797116,7.193278602469364,24.073757979367834,12.502856309047553,0.10074594865547928,0.13249791741117828,107.2462682723999,90.09347156714657,138.43965532344248,586.1153030017786,0.7638046105781809,2.047355501221759,5.989716978250244,0.5525720918866079,0.8527661876932324,0.085047133873687,0.9996308893914637,0.002582550048828125,0.011834144592285156,0.004151344299316406,0.07187938690185547,0.03705310821533203,0.1920604705810547,0.02954864501953125,0.04883003234863281,0.5778341293334961,0.02422618865966797,216.93547248840332,32850.70232099491,0.3088341338907131,-1.591778865035198,0.1621417999267578,7.563457465610556,14.0930423977001,320.9980109339164,-0.0016498565673828277,4.635158677814617,9.938811689936145,453.1260098427369,0.0009746551513671821,0.8119831122421604,-0.21513106261001436,504.3102934550277,15.015625,22.5625,8.908374198436828,7.123629254109172,966947,0,4096.0,60136.410418141575,150400011,DALL.E,Mountain,Fake,150400011_fake_dall.e_mountain_3.jpg
45.022451400756836,39.87436485290527,45.553250312805176,111.60461902618408,121.13686084747314,47.25625038146973,False,16.85233260517304,93.07928357625548,18.907849820727776,4.166060630007117,22.81333090186903,18.54270714348627,0.08139148438920535,0.13822256586860415,42.120445251464844,47.34703309660768,138.49745254467894,557.314829948636,0.6664924552491465,1.741721811409647,4.790985077590421,0.28882002993646144,0.9177269078848661,0.17373800055065025,0.9989549094566715,0.0018768310546875,0.0089569091796875,0.0014362335205078125,0.03824329376220703,0.01663494110107422,0.13893699645996094,0.015578269958496094,0.030557632446289062,0.7300567626953125,0.017722129821777344,84.16140556335449,8632.678870920203,1.169052365479569,-0.06910776139554242,0.021005630493164062,8.024870233519325,21.83719598910344,583.5768102188875,0.004468917846679679,3.5504913889417375,13.268057631659405,851.2244384983001,0.00027656555175780827,1.0246934125862028,0.40194579151054893,573.8137475209253,15.015625,22.5625,8.908374198436828,7.123629254109172,1001138,0,4096.0,62281.16529497501,150400011,DALL.E,Mountain,Fake,150400011_fake_dall.e_mountain_4.jpg
27.490257263183594,24.918819427490234,26.493157386779785,56.74058246612549,129.45063972473145,27.71013641357422,False,11.43935628706624,36.181575474541106,10.801667451341315,2.820591851300943,8.892857937333533,10.70107724581514,0.06890712026946882,0.14032174090190236,25.72134017944336,19.89303098967979,120.1986866546598,559.5901535268564,0.661313347956372,1.8786236752819345,0.9671863544721404,0.23011936400293248,0.919959910710619,0.17699159870506323,0.9987720638882205,0.0018329620361328125,0.007336616516113281,0.00229644775390625,0.031007766723632812,0.02183818817138672,0.09856510162353516,0.014421463012695312,0.02101421356201172,0.7893199920654297,0.01236724853515625,51.86287879943848,1559.1033529658698,0.10542899227319795,-1.7780758618109544,0.037614822387695326,0.8913663827661367,11.167730625200804,234.05020264130783,0.015321731567382809,0.6976269159895311,9.360018824263863,326.7139992093621,-0.0005931854248046875,0.07744277099482134,-1.7784705400407683,343.7757533037948,15.015625,22.5625,8.908374198436828,7.123629254109172,1010845,0,4096.0,63047.09948285108,150400011,DALL.E,Mountain,Fake,150400011_fake_dall.e_mountain_5.jpg
